episode num = '0', episode_total_immediate_rewards = '21.7254702251', episode_total_reward = '21.7254702251', current_state = '10001000001000000', actions_taken = '0,4,10', strategy = ['explore', 'explore', 'explore'] 
episode num = '29', episode_total_immediate_rewards = '8.72051456756', episode_total_reward = '16.3349363365', current_state = '10011000000000000', actions_taken = '0,3,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '12.2012315198', episode_total_reward = '12.2012315198', current_state = '11000000000010000', actions_taken = '12,0,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '8.91729659042', episode_total_reward = '8.91729659042', current_state = '10001000000100000', actions_taken = '11,4,0', strategy = ['explore', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '8.91729659042', episode_total_reward = '14.1943170448', current_state = '10001000000100000', actions_taken = '11,4,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '3', episode_total_immediate_rewards = '7.79533058612', episode_total_reward = '7.79533058612', current_state = '00101000001000000', actions_taken = '2,10,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '4', episode_total_immediate_rewards = '8.91729659042', episode_total_reward = '16.6328700255', current_state = '10001000000100000', actions_taken = '11,4,0', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '8.91729659042', episode_total_reward = '16.6328700255', current_state = '10001000000100000', actions_taken = '11,4,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '6', episode_total_immediate_rewards = '7.44742264529', episode_total_reward = '12.4534927685', current_state = '00010000000110000', actions_taken = '11,12,3', strategy = ['exploit', 'explore', 'explore'] 
episode num = '7', episode_total_immediate_rewards = '9.56088916444', episode_total_reward = '14.5669592876', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'explore', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '8.91729659042', episode_total_reward = '16.6328700255', current_state = '10001000000100000', actions_taken = '11,4,0', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '9', episode_total_immediate_rewards = '7.70854952407', episode_total_reward = '12.7146196473', current_state = '01100000000100000', actions_taken = '11,1,2', strategy = ['exploit', 'explore', 'explore'] 
episode num = '10', episode_total_immediate_rewards = '8.91729659042', episode_total_reward = '16.6328700255', current_state = '10001000000100000', actions_taken = '11,4,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '11', episode_total_immediate_rewards = '8.54452817196', episode_total_reward = '17.1971171185', current_state = '10100000000010000', actions_taken = '12,0,2', strategy = ['explore', 'exploit', 'explore'] 
episode num = '12', episode_total_immediate_rewards = '8.91729659042', episode_total_reward = '16.6328700255', current_state = '10001000000100000', actions_taken = '11,4,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '13', episode_total_immediate_rewards = '12.2012315198', episode_total_reward = '25.6746521729', current_state = '11000000000010000', actions_taken = '12,0,1', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '14', episode_total_immediate_rewards = '12.2012315198', episode_total_reward = '25.6746521729', current_state = '11000000000010000', actions_taken = '12,0,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '15', episode_total_immediate_rewards = '8.22076565819', episode_total_reward = '21.6941863113', current_state = '10010000000010000', actions_taken = '12,0,3', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '16', episode_total_immediate_rewards = '12.2012315198', episode_total_reward = '25.6746521729', current_state = '11000000000010000', actions_taken = '12,0,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '17', episode_total_immediate_rewards = '12.2012315198', episode_total_reward = '25.6746521729', current_state = '11000000000010000', actions_taken = '12,0,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '18', episode_total_immediate_rewards = '8.91729659042', episode_total_reward = '16.6328700255', current_state = '10001000000100000', actions_taken = '11,4,0', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '19', episode_total_immediate_rewards = '12.2012315198', episode_total_reward = '25.6746521729', current_state = '11000000000010000', actions_taken = '12,0,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '20', episode_total_immediate_rewards = '6.8276335937', episode_total_reward = '14.9445745729', current_state = '01100000000010000', actions_taken = '12,1,2', strategy = ['exploit', 'explore', 'explore'] 
episode num = '21', episode_total_immediate_rewards = '12.2012315198', episode_total_reward = '25.6746521729', current_state = '11000000000010000', actions_taken = '12,0,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '22', episode_total_immediate_rewards = '12.2012315198', episode_total_reward = '25.6746521729', current_state = '11000000000010000', actions_taken = '12,0,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '8.54452817196', episode_total_reward = '22.0179488251', current_state = '10100000000010000', actions_taken = '12,0,2', strategy = ['explore', 'exploit', 'explore'] 
episode num = '24', episode_total_immediate_rewards = '6.85037247638', episode_total_reward = '14.9673134555', current_state = '00010000001010000', actions_taken = '12,3,10', strategy = ['exploit', 'explore', 'explore'] 
episode num = '25', episode_total_immediate_rewards = '6.71736995977', episode_total_reward = '8.26700129387', current_state = '00010000001010000', actions_taken = '3,12,10', strategy = ['explore', 'explore', 'exploit'] 
episode num = '26', episode_total_immediate_rewards = '12.2012315198', episode_total_reward = '25.6746521729', current_state = '11000000000010000', actions_taken = '12,0,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '27', episode_total_immediate_rewards = '12.2012315198', episode_total_reward = '25.6746521729', current_state = '11000000000010000', actions_taken = '12,0,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '28', episode_total_immediate_rewards = '12.2012315198', episode_total_reward = '25.6746521729', current_state = '11000000000010000', actions_taken = '12,0,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '29', episode_total_immediate_rewards = '12.2012315198', episode_total_reward = '25.6746521729', current_state = '11000000000010000', actions_taken = '12,0,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '14.5868701502', episode_total_reward = '14.5868701502', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '7.53372241377', episode_total_reward = '12.5961762189', current_state = '10011000000000000', actions_taken = '0,3,4', strategy = ['exploit', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '6.2405702625', episode_total_reward = '6.2405702625', current_state = '01001000000010000', actions_taken = '12,1,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '14.5868701502', episode_total_reward = '24.3077886185', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '4', episode_total_immediate_rewards = '8.22654270483', episode_total_reward = '17.4816147068', current_state = '11001000000000000', actions_taken = '0,1,4', strategy = ['exploit', 'explore', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '14.5868701502', episode_total_reward = '28.5004068154', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '6', episode_total_immediate_rewards = '14.5868701502', episode_total_reward = '28.5004068154', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '7', episode_total_immediate_rewards = '5.85366023303', episode_total_reward = '5.85366023303', current_state = '00010000001010000', actions_taken = '10,12,3', strategy = ['explore', 'explore', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '7.77769336614', episode_total_reward = '17.0327653681', current_state = '10000000000110000', actions_taken = '0,11,12', strategy = ['exploit', 'explore', 'explore'] 
episode num = '9', episode_total_immediate_rewards = '8.22654270483', episode_total_reward = '19.2144093079', current_state = '11001000000000000', actions_taken = '0,1,4', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '10', episode_total_immediate_rewards = '14.5868701502', episode_total_reward = '28.5004068154', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '11', episode_total_immediate_rewards = '5.82094306513', episode_total_reward = '5.82094306513', current_state = '01100000000010000', actions_taken = '1,2,12', strategy = ['explore', 'explore', 'explore'] 
episode num = '12', episode_total_immediate_rewards = '14.5868701502', episode_total_reward = '28.5004068154', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '13', episode_total_immediate_rewards = '5.85366023303', episode_total_reward = '9.78087523459', current_state = '00010000001010000', actions_taken = '10,12,3', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '14', episode_total_immediate_rewards = '14.5868701502', episode_total_reward = '28.5004068154', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '15', episode_total_immediate_rewards = '14.5868701502', episode_total_reward = '28.5004068154', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '16', episode_total_immediate_rewards = '7.77769336614', episode_total_reward = '19.204309645', current_state = '10000000000110000', actions_taken = '0,11,12', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '17', episode_total_immediate_rewards = '5.82094306513', episode_total_reward = '8.88362376553', current_state = '01100000000010000', actions_taken = '1,2,12', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '18', episode_total_immediate_rewards = '11.8236252764', episode_total_reward = '25.7371619416', current_state = '10000000000110000', actions_taken = '0,12,11', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '19', episode_total_immediate_rewards = '14.5868701502', episode_total_reward = '28.5004068154', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '20', episode_total_immediate_rewards = '7.89568928389', episode_total_reward = '19.3223055627', current_state = '10010000000100000', actions_taken = '0,11,3', strategy = ['exploit', 'explore', 'explore'] 
episode num = '21', episode_total_immediate_rewards = '11.8236252764', episode_total_reward = '25.7371619416', current_state = '10000000000110000', actions_taken = '0,12,11', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '22', episode_total_immediate_rewards = '14.5868701502', episode_total_reward = '28.5004068154', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '14.5868701502', episode_total_reward = '28.5004068154', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '24', episode_total_immediate_rewards = '7.8844002298', episode_total_reward = '7.8844002298', current_state = '10100000000100000', actions_taken = '2,11,0', strategy = ['explore', 'explore', 'explore'] 
